6690987	OFFICIAL 100Climbs No52 Greenhow Hill	4047.0	288.40002	MAX_GRAD_BAD	7.1	0:10:43	length - 4047m gain - 288m max grad. - 20% av. grad. - 7.1% leader time - 0:10:43	<5% - 1668m (41%) 5 > 10% - 1001m (25%) 10 > 15% - 923m (23%) 15 > 20% - 433m (11%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691251	OFFICIAL 100Climbs No15 York's Hill	641.4	81.8	MAX_GRAD_BAD	12.8	0:01:48	length - 641m gain - 82m max grad. - 17% av. grad. - 12.8% leader time - 0:01:48	<5% - 40m (6%) 5 > 10% - 205m (32%) 10 > 15% - 221m (34%) 15 > 20% - 143m (22%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691028	OFFICIAL 100Climbs No53 Norwood Edge	1883.2	174.0	MAX_GRAD_BAD	9.2	0:05:16	length - 1883m gain - 174m max grad. - 18% av. grad. - 9.2% leader time - 0:05:16	<5% - 271m (14%) 5 > 10% - 678m (36%) 10 > 15% - 751m (40%) 15 > 20% - 183m (10%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691062	OFFICIAL 100Climbs No20 Toys Hill	2599.2	172.20001	MAX_GRAD_BAD	6.6	0:06:51	length - 2599m gain - 172m max grad. - 20% av. grad. - 6.6% leader time - 0:06:51	<5% - 1096m (42%) 5 > 10% - 838m (32%) 10 > 15% - 557m (21%) 15 > 20% - 108m (4%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6681311	OFFICIAL 100Climbs No70 Cat and Fiddle	11282.2	377.8	MAX_GRAD_BAD	3.3	0:20:32	length - 11282m gain - 378m max grad. - 10% av. grad. - 3.3% leader time - 0:20:32	<5% - 8053m (71%) 5 > 10% - 3124m (28%) 10 > 15% - 72m (1%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
8268038	OFFICIAL 100Climbs No36 Mow Cop	1474.9	164.4	MAX_GRAD_BAD	11.1	0:05:05	length - 1475m gain - 164m max grad. - 23% av. grad. - 11.1% leader time - 0:05:05	<5% - 91m (6%) 5 > 10% - 461m (31%) 10 > 15% - 628m (43%) 15 > 20% - 191m (13%) 20 > 25% - 74m (5%) >25% - 0m (0%)
6687943	OFFICIAL 100Climbs No30 Monsal Head	466.3	58.0	MAX_GRAD_BAD	12.4	0:01:04	length - 466m gain - 58m max grad. - 15% av. grad. - 12.4% leader time - 0:01:04	<5% - 0m (0%) 5 > 10% - 76m (16%) 10 > 15% - 338m (72%) 15 > 20% - 37m (8%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6665255	OFFICIAL 100Climbs No24 Streatley Hill	929.7	103.8	MAX_GRAD_BAD	11.2	0:03:06	length - 930m gain - 104m max grad. - 19% av. grad. - 11.2% leader time - 0:03:06	<5% - 91m (10%) 5 > 10% - 267m (29%) 10 > 15% - 259m (28%) 15 > 20% - 295m (32%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6670907	OFFICIAL 100Climbs No95 Black Mountain	7227.1	379.8	MAX_GRAD_BAD	5.3	0:16:56	length - 7227m gain - 380m max grad. - 11% av. grad. - 5.3% leader time - 0:16:56	<5% - 2874m (40%) 5 > 10% - 4168m (58%) 10 > 15% - 185m (3%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6688001	OFFICIAL 100Climbs No75 Trough of Bowland	2083.0	129.40001	MAX_GRAD_BAD	6.2	0:04:51	length - 2083m gain - 129m max grad. - 16% av. grad. - 6.2% leader time - 0:04:51	<5% - 990m (48%) 5 > 10% - 498m (24%) 10 > 15% - 522m (25%) 15 > 20% - 74m (4%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6670960	OFFICIAL 100Climbs No98 Rhigos	5595.8	284.8	MAX_GRAD_BAD	5.1	0:12:35	length - 5596m gain - 285m max grad. - 10% av. grad. - 5.1% leader time - 0:12:35	<5% - 2011m (36%) 5 > 10% - 3521m (63%) 10 > 15% - 35m (1%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691219	OFFICIAL 100Climbs No26 Mott Street	1504.1	77.399994	MAX_GRAD_BAD	5.1	0:03:10	length - 1504m gain - 77m max grad. - 12% av. grad. - 5.1% leader time - 0:03:10	<5% - 824m (55%) 5 > 10% - 391m (26%) 10 > 15% - 260m (17%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
14075378	OFFICIAL 100Climbs No9 Haytor Vale	5384.0	336.4	MAX_GRAD_BAD	6.2	0:12:57	length - 5384m gain - 336m max grad. - 17% av. grad. - 6.2% leader time - 0:12:57	<5% - 2176m (40%) 5 > 10% - 2234m (42%) 10 > 15% - 935m (17%) 15 > 20% - 36m (1%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6688035	OFFICIAL 100Climbs No79 Cross of Greet	2929.1	184.79999	MAX_GRAD_BAD	6.3	0:06:41	length - 2929m gain - 185m max grad. - 15% av. grad. - 6.3% leader time - 0:06:41	<5% - 939m (32%) 5 > 10% - 1443m (49%) 10 > 15% - 477m (16%) 15 > 20% - 38m (1%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6661216	OFFICIAL 100Climbs No51 Tan Hill	9999.7	215.4	MAX_GRAD_BAD	1.9	0:16:17	length - 10000m gain - 215m max grad. - 16% av. grad. - 1.9% leader time - 0:16:17	<5% - 7558m (76%) 5 > 10% - 1995m (20%) 10 > 15% - 408m (4%) 15 > 20% - 37m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6677446	OFFICIAL 100Climbs No85 Wrynose Pass	2544.3	278.8	MAX_GRAD_BAD	11.0	0:10:18	length - 2544m gain - 279m max grad. - 23% av. grad. - 11.0% leader time - 0:10:18	<5% - 627m (25%) 5 > 10% - 461m (18%) 10 > 15% - 735m (29%) 15 > 20% - 519m (20%) 20 > 25% - 179m (7%) >25% - 0m (0%)
6677352	OFFICIAL 100Climbs No80 Honister Pass	3750.8	246.79999	MAX_GRAD_BAD	6.6	0:09:52	length - 3751m gain - 247m max grad. - 22% av. grad. - 6.6% leader time - 0:09:52	<5% - 1847m (49%) 5 > 10% - 954m (25%) 10 > 15% - 414m (11%) 15 > 20% - 433m (12%) 20 > 25% - 73m (2%) >25% - 0m (0%)
6677526	OFFICIAL 100Climbs No83 Kirkstone Pass	5231.7	294.19998	MAX_GRAD_BAD	5.6	0:13:35	length - 5232m gain - 294m max grad. - 17% av. grad. - 5.6% leader time - 0:13:35	<5% - 2420m (46%) 5 > 10% - 1409m (27%) 10 > 15% - 1196m (23%) 15 > 20% - 191m (4%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691229	OFFICIAL 100Climbs No16 White Lane	616.3	78.600006	MAX_GRAD_BAD	12.8	0:01:40	length - 616m gain - 79m max grad. - 20% av. grad. - 12.8% leader time - 0:01:40	<5% - 0m (0%) 5 > 10% - 74m (12%) 10 > 15% - 369m (60%) 15 > 20% - 150m (24%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6688083	OFFICIAL 100Climbs No47 Malham Cove	3314.1	201.0	MAX_GRAD_BAD	6.1	0:07:06	length - 3314m gain - 201m max grad. - 18% av. grad. - 6.1% leader time - 0:07:06	<5% - 1769m (53%) 5 > 10% - 611m (18%) 10 > 15% - 746m (23%) 15 > 20% - 188m (6%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6690931	OFFICIAL 100Climbs No56 White Horse Bank	1683.2	174.20001	MAX_GRAD_BAD	10.3	0:06:16	length - 1683m gain - 174m max grad. - 26% av. grad. - 10.3% leader time - 0:06:16	<5% - 310m (18%) 5 > 10% - 394m (23%) 10 > 15% - 563m (33%) 15 > 20% - 262m (16%) 20 > 25% - 96m (6%) >25% - 36m (2%)
6697314	OFFICIAL 100Climbs No49 Buttertubs	3947.2	233.99997	MAX_GRAD_BAD	5.9	0:10:24	length - 3947m gain - 234m max grad. - 19% av. grad. - 5.9% leader time - 0:10:24	<5% - 1700m (43%) 5 > 10% - 1055m (27%) 10 > 15% - 884m (22%) 15 > 20% - 294m (7%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6671117	OFFICIAL 100Climbs No69 Bealach-na-Ba	9192.3	626.4	MAX_GRAD_BAD	6.8	0:29:45	length - 9192m gain - 626m max grad. - 17% av. grad. - 6.8% leader time - 0:29:45	<5% - 2907m (32%) 5 > 10% - 4174m (45%) 10 > 15% - 1892m (21%) 15 > 20% - 214m (2%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691047	OFFICIAL 100Climbs No29 Terrace Hill	1064.8	79.399994	MAX_GRAD_BAD	7.5	0:02:35	length - 1065m gain - 79m max grad. - 17% av. grad. - 7.5% leader time - 0:02:35	<5% - 365m (34%) 5 > 10% - 335m (31%) 10 > 15% - 298m (28%) 15 > 20% - 36m (3%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6687966	OFFICIAL 100Climbs No50 Fleet Moss	5395.2	320.0	MAX_GRAD_BAD	5.9	0:14:11	length - 5395m gain - 320m max grad. - 34% av. grad. - 5.9% leader time - 0:14:11	<5% - 3165m (59%) 5 > 10% - 1128m (21%) 10 > 15% - 563m (10%) 15 > 20% - 297m (5%) 20 > 25% - 171m (3%) >25% - 71m (1%)
6687990	OFFICIAL 100Climbs No45 Park Rash	2181.2	233.19998	MAX_GRAD_BAD	10.7	0:07:33	length - 2181m gain - 233m max grad. - 23% av. grad. - 10.7% leader time - 0:07:33	<5% - 574m (26%) 5 > 10% - 319m (15%) 10 > 15% - 538m (25%) 15 > 20% - 481m (22%) 20 > 25% - 255m (12%) >25% - 0m (0%)
8459161	OFFICIAL 100Climbs No13 Dover's Hill	1735.1	140.20001	MAX_GRAD_BAD	8.1	0:05:04	length - 1735m gain - 140m max grad. - 14% av. grad. - 8.1% leader time - 0:05:04	<5% - 425m (25%) 5 > 10% - 571m (33%) 10 > 15% - 739m (43%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6671057	OFFICIAL 100Climbs No88 Penbarra	2288.1	256.4	MAX_GRAD_BAD	11.2	0:08:19	length - 2288m gain - 256m max grad. - 20% av. grad. - 11.2% leader time - 0:08:19	<5% - 168m (7%) 5 > 10% - 632m (28%) 10 > 15% - 1022m (45%) 15 > 20% - 440m (19%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6665277	OFFICIAL 100Climbs No11 Rundlestone	8708.7	350.2	MAX_GRAD_BAD	4.0	0:18:05	length - 8709m gain - 350m max grad. - 14% av. grad. - 4.0% leader time - 0:18:05	<5% - 4778m (55%) 5 > 10% - 2748m (32%) 10 > 15% - 1166m (13%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6681397	OFFICIAL 100Climbs No34 Rowsley Bar	1075.8	135.0	MAX_GRAD_BAD	12.5	0:04:16	length - 1076m gain - 135m max grad. - 23% av. grad. - 12.5% leader time - 0:04:16	<5% - 36m (3%) 5 > 10% - 284m (26%) 10 > 15% - 489m (45%) 15 > 20% - 147m (14%) 20 > 25% - 110m (10%) >25% - 0m (0%)
6691367	OFFICIAL 100Climbs No21 Steyning Bostal	1570.2	123.99999	MAX_GRAD_BAD	7.9	0:03:47	length - 1570m gain - 124m max grad. - 18% av. grad. - 7.9% leader time - 0:03:47	<5% - 537m (34%) 5 > 10% - 422m (27%) 10 > 15% - 455m (29%) 15 > 20% - 146m (9%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6687953	OFFICIAL 100Climbs No35 Curbar Edge	1784.0	182.20001	MAX_GRAD_BAD	10.2	0:05:51	length - 1784m gain - 182m max grad. - 18% av. grad. - 10.2% leader time - 0:05:51	<5% - 83m (5%) 5 > 10% - 786m (44%) 10 > 15% - 812m (46%) 15 > 20% - 72m (4%) 20 > 25% - 0m (0%) >25% - 0m (0%)
13952342	OFFICIAL 100Climbs No77 Hartside	7683.4	403.40002	MAX_GRAD_BAD	5.3	0:15:38	length - 7683m gain - 403m max grad. - 10% av. grad. - 5.3% leader time - 0:15:38	<5% - 3387m (44%) 5 > 10% - 4296m (56%) 10 > 15% - 0m (0%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6677557	OFFICIAL 100Climbs No73 Garsdale Head	2794.4	222.59998	MAX_GRAD_BAD	8.0	0:09:01	length - 2794m gain - 223m max grad. - 20% av. grad. - 8.0% leader time - 0:09:01	<5% - 986m (35%) 5 > 10% - 685m (25%) 10 > 15% - 735m (26%) 15 > 20% - 326m (12%) 20 > 25% - 36m (1%) >25% - 0m (0%)
13952286	OFFICIAL 100Climbs No28 Michaelgate	204.1	26.399998	MAX_GRAD_BAD	12.9	0:00:28	length - 204m gain - 26m max grad. - 18% av. grad. - 12.9% leader time - 0:00:28	<5% - 0m (0%) 5 > 10% - 38m (19%) 10 > 15% - 112m (55%) 15 > 20% - 36m (18%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6665221	OFFICIAL 100Climbs No10 Widecombe	1382.9	161.6	MAX_GRAD_BAD	11.7	0:04:23	length - 1383m gain - 162m max grad. - 18% av. grad. - 11.7% leader time - 0:04:23	<5% - 51m (4%) 5 > 10% - 334m (24%) 10 > 15% - 770m (56%) 15 > 20% - 218m (16%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6688055	OFFICIAL 100Climbs No74 Nick of Pendle	1321.8	145.79999	MAX_GRAD_BAD	11.0	0:04:13	length - 1322m gain - 146m max grad. - 17% av. grad. - 11.0% leader time - 0:04:13	<5% - 79m (6%) 5 > 10% - 444m (34%) 10 > 15% - 596m (45%) 15 > 20% - 183m (14%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6696494	OFFICIAL 100Climbs No86 The Shelf	4936.0	267.2	MAX_GRAD_BAD	5.4	0:11:56	length - 4936m gain - 267m max grad. - 16% av. grad. - 5.4% leader time - 0:11:56	<5% - 2132m (43%) 5 > 10% - 2214m (45%) 10 > 15% - 519m (11%) 15 > 20% - 71m (1%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6697336	OFFICIAL 100Climbs No41 Pea Royd Lane	1161.8	145.20001	MAX_GRAD_BAD	12.5	0:03:40	length - 1162m gain - 145m max grad. - 20% av. grad. - 12.5% leader time - 0:03:40	<5% - 81m (7%) 5 > 10% - 146m (13%) 10 > 15% - 555m (48%) 15 > 20% - 332m (29%) 20 > 25% - 36m (3%) >25% - 0m (0%)
6690945	OFFICIAL 100Climbs No55 Rosedale Chimney	1346.8	182.79999	MAX_GRAD_BAD	13.6	0:05:50	length - 1347m gain - 183m max grad. - 26% av. grad. - 13.6% leader time - 0:05:50	<5% - 0m (0%) 5 > 10% - 376m (28%) 10 > 15% - 455m (34%) 15 > 20% - 376m (28%) 20 > 25% - 72m (5%) >25% - 36m (3%)
6665214	OFFICIAL 100Climbs No8 Dartmeet	1100.8	124.40001	MAX_GRAD_BAD	11.1	0:03:45	length - 1101m gain - 124m max grad. - 18% av. grad. - 11.1% leader time - 0:03:45	<5% - 157m (14%) 5 > 10% - 118m (11%) 10 > 15% - 556m (51%) 15 > 20% - 259m (24%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6681340	OFFICIAL 100Climbs No39 The Burway	3080.9	283.80002	MAX_GRAD_BAD	9.2	0:11:08	length - 3081m gain - 284m max grad. - 18% av. grad. - 9.2% leader time - 0:11:08	<5% - 538m (17%) 5 > 10% - 1039m (34%) 10 > 15% - 1114m (36%) 15 > 20% - 363m (12%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6665230	OFFICIAL 100Climbs No25 Combe Gibbet	857.0	78.8	MAX_GRAD_BAD	9.2	0:02:05	length - 857m gain - 79m max grad. - 16% av. grad. - 9.2% leader time - 0:02:05	<5% - 245m (29%) 5 > 10% - 237m (28%) 10 > 15% - 260m (30%) 15 > 20% - 106m (12%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6665336	OFFICIAL 100Climbs No94 Llangynidr Mountain	5860.4	399.4	MAX_GRAD_BAD	6.8	0:15:22	length - 5860m gain - 399m max grad. - 14% av. grad. - 6.8% leader time - 0:15:22	<5% - 1425m (24%) 5 > 10% - 3030m (52%) 10 > 15% - 1405m (24%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691019	OFFICIAL 100Climbs No58 Carlton Bank	2023.3	199.4	MAX_GRAD_BAD	9.8	0:06:16	length - 2023m gain - 199m max grad. - 25% av. grad. - 9.8% leader time - 0:06:16	<5% - 439m (22%) 5 > 10% - 705m (35%) 10 > 15% - 481m (24%) 15 > 20% - 292m (14%) 20 > 25% - 106m (5%) >25% - 0m (0%)
15753173	OFFICIAL 100Climbs No67 Cairn Gorm	5202.8	291.80002	MAX_GRAD_BAD	5.6	0:11:51	length - 5203m gain - 292m max grad. - 14% av. grad. - 5.6% leader time - 0:11:51	<5% - 2451m (47%) 5 > 10% - 1637m (31%) 10 > 15% - 1093m (21%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6688059	OFFICIAL 100Climbs No72 The Rake	975.8	96.600006	MAX_GRAD_BAD	9.9	0:02:41	length - 976m gain - 97m max grad. - 21% av. grad. - 9.9% leader time - 0:02:41	<5% - 234m (24%) 5 > 10% - 168m (17%) 10 > 15% - 441m (45%) 15 > 20% - 36m (4%) 20 > 25% - 72m (7%) >25% - 0m (0%)
6691752	OFFICIAL 100Climbs No12 Salcombe Hill	1206.6	154.4	MAX_GRAD_BAD	12.8	0:04:38	length - 1207m gain - 154m max grad. - 22% av. grad. - 12.8% leader time - 0:04:38	<5% - 90m (7%) 5 > 10% - 113m (9%) 10 > 15% - 631m (52%) 15 > 20% - 328m (27%) 20 > 25% - 37m (3%) >25% - 0m (0%)
13952333	OFFICIAL 100Climbs No71 Swiss Hill	441.5	65.600006	MAX_GRAD_BAD	14.9	0:02:05	length - 442m gain - 66m max grad. - 38% av. grad. - 14.9% leader time - 0:02:05	<5% - 35m (8%) 5 > 10% - 40m (9%) 10 > 15% - 110m (25%) 15 > 20% - 188m (43%) 20 > 25% - 0m (0%) >25% - 37m (8%)
6677593	OFFICIAL 100Climbs No61 Winters Gibbet	3356.3	153.8	MAX_GRAD_BAD	4.6	0:06:38	length - 3356m gain - 154m max grad. - 17% av. grad. - 4.6% leader time - 0:06:38	<5% - 1802m (54%) 5 > 10% - 1112m (33%) 10 > 15% - 406m (12%) 15 > 20% - 37m (1%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6688053	OFFICIAL 100Climbs No76 Jubilee Tower	4121.6	234.6	MAX_GRAD_BAD	5.7	0:09:32	length - 4122m gain - 235m max grad. - 15% av. grad. - 5.7% leader time - 0:09:32	<5% - 2200m (53%) 5 > 10% - 929m (23%) 10 > 15% - 913m (22%) 15 > 20% - 79m (2%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6677656	OFFICIAL 100Climbs No32 Riber	1745.5	158.0	MAX_GRAD_BAD	9.1	0:05:27	length - 1746m gain - 158m max grad. - 23% av. grad. - 9.1% leader time - 0:05:27	<5% - 522m (30%) 5 > 10% - 498m (29%) 10 > 15% - 401m (23%) 15 > 20% - 221m (13%) 20 > 25% - 71m (4%) >25% - 0m (0%)
6670829	OFFICIAL 100Climbs No93 Devil's Staircase	1126.4	138.80002	MAX_GRAD_BAD	12.3	0:04:14	length - 1126m gain - 139m max grad. - 23% av. grad. - 12.3% leader time - 0:04:14	<5% - 75m (7%) 5 > 10% - 284m (25%) 10 > 15% - 328m (29%) 15 > 20% - 300m (27%) 20 > 25% - 108m (10%) >25% - 0m (0%)
6687980	OFFICIAL 100Climbs No78 Lamps Moss	3842.8	310.4	MAX_GRAD_BAD	8.1	0:12:26	length - 3843m gain - 310m max grad. - 20% av. grad. - 8.1% leader time - 0:12:26	<5% - 1124m (29%) 5 > 10% - 1268m (33%) 10 > 15% - 1082m (28%) 15 > 20% - 369m (10%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6691287	OFFICIAL 100Climbs No42 Jackson Bridge	1504.4	160.20001	MAX_GRAD_BAD	10.6	0:04:26	length - 1504m gain - 160m max grad. - 22% av. grad. - 10.6% leader time - 0:04:26	<5% - 72m (5%) 5 > 10% - 482m (32%) 10 > 15% - 780m (52%) 15 > 20% - 107m (7%) 20 > 25% - 36m (2%) >25% - 0m (0%)
6674394	OFFICIAL 100Climbs No66 The Lecht	4208.9	244.59998	MAX_GRAD_BAD	5.7	0:11:49	length - 4209m gain - 245m max grad. - 20% av. grad. - 5.7% leader time - 0:11:49	<5% - 1891m (45%) 5 > 10% - 884m (21%) 10 > 15% - 898m (21%) 15 > 20% - 509m (12%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6677679	Bank Road Hill Climb	1062.0	112.200005	MAX_GRAD_BAD	10.6	0:03:11	length - 1062m gain - 112m max grad. - 17% av. grad. - 10.6% leader time - 0:03:11	<5% - 157m (15%) 5 > 10% - 282m (27%) 10 > 15% - 376m (35%) 15 > 20% - 224m (21%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6665334	OFFICIAL 100Climbs No5 Dunkery Beacon	3116.5	321.2	MAX_GRAD_BAD	10.3	0:11:58	length - 3117m gain - 321m max grad. - 18% av. grad. - 10.3% leader time - 0:11:58	<5% - 507m (16%) 5 > 10% - 815m (26%) 10 > 15% - 1120m (36%) 15 > 20% - 650m (21%) 20 > 25% - 0m (0%) >25% - 0m (0%)
7011208	OFFICIAL 100Climbs No65 The Cairnwell	8175.9	328.6	MAX_GRAD_BAD	4.0	0:18:24	length - 8176m gain - 329m max grad. - 15% av. grad. - 4.0% leader time - 0:18:24	<5% - 4962m (61%) 5 > 10% - 2175m (27%) 10 > 15% - 1039m (13%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
6820268	OFFICIAL 100Climbs No37 Peaslows	1592.5	158.09999	MAX_GRAD_BAD	9.9	0:05:19	length - 1593m gain - 158m max grad. - 14% av. grad. - 9.9% leader time - 0:05:19	<5% - 107m (7%) 5 > 10% - 563m (35%) 10 > 15% - 882m (55%) 15 > 20% - 0m (0%) 20 > 25% - 0m (0%) >25% - 0m (0%)
